chembl_id,smiles,hob,mw,logp,hacc,hdon,tpsa,nrot,mr,num_rings,aromatic_rings,ro5_violations,drug_name,max_phase,measurement_type,original_value,original_units,validation_reason
CHEMBL1555,Br.COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,85.0,368.27,2.43,4,1,41.93,1,90.12,4,1,0,GALANTAMINE HYDROBROMIDE,4.0,F,85.0,%,Clear HOB type + PK context
CHEMBL251072,CCOc1ccccc1OC[C@@H]1CNCCO1,85.0,237.3,1.45,4,1,39.72,5,65.72,2,1,0,(S)-VILOXAZINE,,F,85.0,%,Clear HOB type + PK context
CHEMBL253811,C[C@H](N)Cc1cccc(C(F)(F)F)c1,85.0,203.21,2.6,1,1,26.02,2,48.8,1,1,0,NORDEXFENFLURAMINE,,F,85.0,%,Clear HOB type + PK context
CHEMBL250052,CCOc1ccccc1OC[C@H]1CNCCO1,85.0,237.3,1.45,4,1,39.72,5,65.72,2,1,0,(R)-VILOXAZINE,,F,85.0,%,Clear HOB type + PK context
CHEMBL310671,O=C1NS(=O)(=O)c2ccccc21,84.0,183.19,0.12,3,1,63.24,0,41.09,2,1,0,SACCHARIN,3.0,F,84.0,%,Clear HOB type + PK context
CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,84.0,246.35,1.77,2,1,46.33,5,73.21,2,1,0,MILNACIPRAN,4.0,F,84.0,%,Clear HOB type + PK context
CHEMBL1399,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,84.0,293.37,2.93,5,0,78.29,4,82.84,2,2,0,ANASTROZOLE,4.0,F,84.0,%,Clear HOB type + PK context
CHEMBL2409512,O=C(O)c1ccccc1NS(=O)(=O)c1ccc2nc(-c3ccccc3)c(-c3ccccc3)nc2c1,83.58,481.53,5.46,5,2,109.25,6,134.62,5,5,1,,,F,83.58,%,Clear HOB type + PK context
CHEMBL251634,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,83.5,376.47,2.64,4,2,74.6,2,98.41,4,0,0,FLUOCORTOLONE,4.0,F,83.5,%,Clear HOB type + PK context
CHEMBL8821,CC(C)N(CC[C@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,83.0,339.48,3.36,3,1,59.22,8,102.25,2,2,0,(S)-DISOPYRAMIDE,,F,83.0,%,Clear HOB type + PK context
CHEMBL269362,CC(C)N(CC[C@@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,83.0,339.48,3.36,3,1,59.22,8,102.25,2,2,0,DISOPIRAMIDE,,F,83.0,%,Clear HOB type + PK context
CHEMBL400962,Cc1cc2c(OC[C@@H](O)CNC(C)C)cccc2[nH]1,82.0,262.35,2.21,3,3,57.28,6,77.68,2,2,0,(S)-MEPINDOLOL,,F,82.0,%,Clear HOB type + PK context
CHEMBL1201231,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,82.0,440.43,1.67,6,4,141.36,4,105.96,4,0,0,PREDNISOLONE PHOSPHORIC ACID,4.0,F,82.0,%,Clear HOB type + PK context
CHEMBL251477,Cc1cc2c(OC[C@H](O)CNC(C)C)cccc2[nH]1,82.0,262.35,2.21,3,3,57.28,6,77.68,2,2,0,(R)-MEPINDOLOL,,F,82.0,%,Clear HOB type + PK context
CHEMBL991,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,82.0,224.22,-0.71,5,2,84.32,2,56.2,2,1,0,STAVUDINE,4.0,F,82.0,%,Clear HOB type + PK context
CHEMBL2409515,NC(=S)NNS(=O)(=O)c1ccc2nc(-c3ccccc3)c(-c3ccccc3)nc2c1,81.39,435.53,2.99,5,3,110.0,5,120.65,4,4,0,,,F,81.39,%,Clear HOB type + PK context
CHEMBL5090655,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(-c3ccc(C(=O)O)cc3)cc2F)N1CC(C)(C)F,80.5,492.54,6.9,2,2,56.33,5,133.95,5,4,1,,,F,80.5,%,Clear HOB type + PK context
CHEMBL571,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,80.0,254.28,3.11,2,1,54.37,4,72.37,2,2,0,KETOPROFEN,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL696,CCC1(C)CC(=O)NC1=O,80.0,141.17,0.45,2,1,46.17,1,36.16,1,0,0,ETHOSUXIMIDE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL621,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,80.0,371.87,2.36,6,0,45.78,5,104.17,4,3,0,TRAZODONE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,80.0,290.32,1.26,7,2,105.51,5,79.76,2,2,0,TRIMETHOPRIM,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL568,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,80.0,286.72,2.45,3,2,61.69,1,78.17,3,2,0,OXAZEPAM,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL1762,Cc1cccc(C)c1NC(=O)C(C)N,80.0,192.26,1.59,2,2,55.12,2,58.2,1,1,0,TOCAINIDE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL1464,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,80.0,308.33,3.61,4,1,67.51,4,87.73,3,3,0,WARFARIN,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL12856,Nc1cc(-c2ccncc2)c[nH]c1=O,80.0,187.2,1.02,3,2,71.77,1,54.71,2,2,0,INAMRINONE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL498,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,80.0,276.75,1.74,3,2,75.27,4,65.46,1,1,0,CHLORPROPAMIDE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL652,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,80.0,414.35,3.44,4,2,59.59,7,87.52,2,1,0,FLECAINIDE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL57,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,80.0,266.3,2.65,4,1,58.12,1,76.33,4,2,0,NEVIRAPINE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL250053,CN1CCN(C(=O)O[C@@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,80.0,388.82,1.57,7,0,91.76,2,96.38,4,2,0,,,F,80.0,%,Clear HOB type + PK context
CHEMBL251463,C[C@H](C(=O)O)c1cccc(Oc2ccccc2)c1,80.0,242.27,3.67,2,1,46.53,4,69.01,2,2,0,(S)-FENOPROFEN,,F,80.0,%,Clear HOB type + PK context
CHEMBL198362,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,80.0,435.89,2.52,6,1,88.18,5,108.89,4,2,0,RIVAROXABAN,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL1508,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,80.0,324.4,3.81,3,0,36.26,5,90.91,3,2,0,ESCITALOPRAM,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL87401,O=[N+]([O-])C1O[C@H]2[C@H](OC[C@H]2O)[C@H]1O,80.0,191.14,-1.89,6,2,102.06,1,37.41,2,0,0,,,F,80.0,%,Clear HOB type + PK context
CHEMBL76399,CCCNC1CCc2nc(N)sc2C1,80.0,211.33,1.58,4,2,50.94,3,60.63,2,1,0,,,F,80.0,%,Clear HOB type + PK context
CHEMBL86752,NC(=O)CCCCc1ccccc1,80.0,177.25,1.88,1,1,43.09,5,53.19,1,1,0,,,F,80.0,%,Clear HOB type + PK context
CHEMBL1522,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,80.0,388.82,1.57,7,0,91.76,2,96.38,4,2,0,ESZOPICLONE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL545,CCO,80.0,46.07,-0.0,1,1,20.23,0,12.76,0,0,0,ALCOHOL,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL101,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,80.0,308.38,3.79,2,0,40.62,5,90.87,3,2,0,PHENYLBUTAZONE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL480,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,80.0,369.37,3.52,4,1,73.86,5,86.73,3,3,0,LANSOPRAZOLE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL113,Cn1c(=O)c2c(ncn2C)n(C)c1=O,80.0,194.19,-1.03,6,0,61.82,0,51.2,2,2,0,CAFFEINE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL88,O=P1(N(CCCl)CCCl)NCCCO1,80.0,261.09,1.88,2,1,41.57,5,59.19,1,0,0,CYCLOPHOSPHAMIDE ANHYDROUS,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL189,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,80.0,211.22,1.62,3,1,69.54,1,59.75,2,2,0,MILRINONE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL820,CS(=O)(=O)OCCCCOS(C)(=O)=O,80.0,246.31,-0.28,6,0,86.74,7,50.83,0,0,0,BUSULFAN,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL108,NC(=O)N1c2ccccc2C=Cc2ccccc21,80.0,236.27,3.39,1,1,46.33,0,73.53,3,2,0,CARBAMAZEPINE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL572,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,80.0,238.16,0.07,6,1,118.05,3,53.2,2,1,0,NITROFURANTOIN,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL967,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,80.0,300.75,2.47,3,1,52.9,1,82.95,3,2,0,TEMAZEPAM,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL1074,C#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,80.0,312.45,3.88,2,1,37.3,1,90.49,4,0,0,,,F,80.0,%,Clear HOB type + PK context
CHEMBL86798,O=[N+]([O-])C1O[C@H]2[C@H](OC[C@@H]2O)[C@@H]1O,80.0,191.14,-1.89,6,2,102.06,1,37.41,2,0,0,,,F,80.0,%,Clear HOB type + PK context
CHEMBL523,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,80.0,270.72,3.13,2,1,41.46,1,77.03,3,2,0,NORDAZEPAM,2.0,F,80.0,%,Clear HOB type + PK context
CHEMBL87045,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,80.0,262.36,2.99,2,1,24.39,3,82.08,4,2,0,CIFENLINE,2.0,F,80.0,%,Clear HOB type + PK context
CHEMBL86749,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,80.0,310.75,3.36,3,3,58.28,3,73.58,1,1,0,MABUTEROL,2.0,F,80.0,%,Clear HOB type + PK context
CHEMBL7728,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,80.0,236.27,1.2,3,1,66.48,1,60.97,2,0,0,HEXOBARBITAL,2.0,F,80.0,%,Clear HOB type + PK context
CHEMBL432103,CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1,80.0,338.5,4.36,3,1,36.36,6,102.39,3,2,0,PIRMENOL,-1.0,F,80.0,%,Clear HOB type + PK context
CHEMBL427526,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,80.0,206.28,3.07,1,1,37.3,4,61.03,1,1,0,(R)-IBUPROPHEN,1.0,F,80.0,%,Clear HOB type + PK context
CHEMBL137,Cc1ncc([N+](=O)[O-])n1CCO,80.0,171.16,0.09,5,1,81.19,3,40.7,1,1,0,METRONIDAZOLE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL250447,CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,80.0,319.88,4.81,3,1,28.16,8,96.86,2,2,0,,,F,80.0,%,Clear HOB type + PK context
CHEMBL594828,COCc1nnc(N2CC(Oc3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1,80.0,419.84,2.88,8,0,74.53,7,104.46,4,3,0,,,F,80.0,%,Clear HOB type + PK context
CHEMBL399730,CN(C)CCC[C@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,80.0,324.4,3.81,3,0,36.26,5,90.91,3,2,0,(R)-CITALOPRAM,,F,80.0,%,Clear HOB type + PK context
CHEMBL249244,C[C@@H](C(=O)O)c1cccc(Oc2ccccc2)c1,80.0,242.27,3.67,2,1,46.53,4,69.01,2,2,0,R-FENOPROFEN,,F,80.0,%,Clear HOB type + PK context
CHEMBL252715,CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,80.0,319.88,4.81,3,1,28.16,8,96.86,2,2,0,(R)-CHLOROQUINE,,F,80.0,%,Clear HOB type + PK context
CHEMBL1463,Nc1nc(=O)[nH]cc1F,80.0,129.09,-0.51,3,2,71.77,0,29.23,1,1,0,FLUCYTOSINE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL782,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,80.0,270.35,1.78,3,2,75.27,5,69.81,1,1,0,TOLBUTAMIDE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL154,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,80.0,230.26,3.04,2,1,46.53,3,66.55,2,2,0,NAPROXEN,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL289480,C1COC(NC(C2CC2)C2CC2)=N1,80.0,180.25,1.15,3,1,33.62,3,50.63,3,0,0,RILMENIDINE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL190,Cn1c(=O)c2[nH]cnc2n(C)c1=O,80.0,180.17,-1.04,5,1,72.68,0,46.58,2,2,0,THEOPHYLLINE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL452,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,80.0,315.72,3.04,4,1,84.6,2,83.68,3,2,0,CLONAZEPAM,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL898,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,80.0,250.2,3.04,2,2,57.53,2,60.42,2,2,0,DIFLUNISAL,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL1467,Oc1ncnc2[nH]ncc12,80.0,136.11,0.06,4,2,74.69,0,33.35,2,2,0,ALLOPURINOL,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL469,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,80.0,255.27,2.29,3,1,59.3,3,69.3,3,2,0,KETOROLAC,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL106,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,80.0,306.28,0.74,7,1,81.65,5,70.3,3,3,0,FLUCONAZOLE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL457,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,80.0,250.34,3.57,2,1,46.53,6,72.06,1,1,0,GEMFIBROZIL,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,80.0,494.01,3.64,5,3,113.6,8,126.21,3,2,0,GLYBURIDE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,80.0,206.28,3.07,1,1,37.3,4,61.03,1,1,0,IBUPROFEN,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL13280,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,80.0,313.29,2.55,4,0,75.81,2,83.41,3,2,0,FLUNITRAZEPAM,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,80.0,284.75,3.15,2,0,32.67,1,81.81,3,2,0,DIAZEPAM,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL1000,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,80.0,388.9,3.15,4,1,53.01,8,106.2,3,2,0,CETIRIZINE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL611,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,80.0,387.44,1.06,8,1,103.04,4,104.82,4,2,0,TERAZOSIN,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL424,O=C(O)c1ccccc1O,80.0,138.12,1.09,2,2,57.53,1,35.07,1,1,0,SALICYLIC ACID,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL439,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,80.0,250.28,0.86,5,2,97.97,3,63.69,2,2,0,SULFADIAZINE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL65567,CN1CC(=O)NC1=N,80.0,113.12,-1.02,2,2,56.19,0,28.5,1,0,0,CREATININE,3.0,F,80.0,%,Clear HOB type + PK context
CHEMBL549,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,80.0,324.4,3.81,3,0,36.26,5,90.91,3,2,0,CITALOPRAM,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL558,Cc1cccc(C)c1OCC(C)N,80.0,179.26,2.03,2,1,35.25,3,55.06,1,1,0,MEXILETINE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL131,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,80.0,360.45,1.56,5,3,94.83,2,95.05,4,0,0,PREDNISOLONE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL267894,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,80.0,226.28,1.18,3,2,75.27,4,58.48,1,0,0,AMOBARBITAL,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL839,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,80.0,292.38,1.7,4,3,70.59,5,82.65,2,1,0,CARTEOLOL,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL515,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,80.0,304.22,3.38,2,1,40.54,9,80.67,1,1,0,CHLORAMBUCIL,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL134,Clc1cccc(Cl)c1NC1=NCCN1,80.0,230.1,2.36,3,2,36.42,1,60.39,2,1,0,CLONIDINE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL170,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,80.0,324.42,3.17,4,1,45.59,4,95.03,5,2,0,QUININE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL651,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,80.0,309.45,4.29,2,0,20.31,7,96.73,2,2,0,METHADONE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL1073,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,80.0,445.55,2.08,6,3,130.15,7,114.97,3,2,0,GLIPIZIDE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL741,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,80.0,256.1,2.01,5,2,90.71,1,64.11,2,2,0,LAMOTRIGINE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL443,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,80.0,253.28,1.37,5,2,98.22,3,62.9,2,2,0,SULFAMETHOXAZOLE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL635,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,80.0,358.43,1.77,5,2,91.67,2,94.05,4,0,0,PREDNISONE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL517,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,80.0,339.48,3.36,3,1,59.22,8,102.25,2,2,0,DISOPYRAMIDE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL40,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,80.0,232.24,0.7,3,2,75.27,2,60.09,2,1,0,PHENOBARBITAL,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL16,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,80.0,252.27,1.77,2,2,58.2,2,70.34,3,2,0,PHENYTOIN,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL64,NNC(=O)c1ccncc1,80.0,137.14,-0.31,3,2,68.01,1,35.89,1,1,0,ISONIAZID,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL109,CCCC(CCC)C(=O)O,80.0,144.21,2.29,1,1,37.3,5,40.94,0,0,0,VALPROIC ACID,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL897,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,80.0,285.36,2.2,3,1,74.68,7,72.74,1,1,0,PROBENECID,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL1071,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,80.0,293.32,4.03,3,1,63.33,5,83.33,3,3,0,OXAPROZIN,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL473,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,80.0,441.58,1.98,6,2,104.81,11,116.51,2,2,0,DOFETILIDE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL580,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,80.0,321.16,3.1,3,2,61.69,1,83.18,3,2,0,LORAZEPAM,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL1020,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,80.0,257.29,2.19,3,1,59.3,4,71.36,2,2,0,TOLMETIN,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL3183075,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,80.0,331.47,1.32,8,2,83.33,10,87.81,1,1,0,NIZATIDINE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL423,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,80.0,307.43,2.39,4,2,50.72,11,88.33,2,1,0,BETAXOLOL,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL650,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,80.0,374.48,1.8,5,3,94.83,2,99.6,4,0,0,METHYLPREDNISOLONE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL1072,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,80.0,364.42,3.04,5,3,118.72,8,94.69,2,2,0,BUMETANIDE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL1506,CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,80.0,561.55,6.94,6,2,118.77,21,146.75,1,1,2,CHLORAMPHENICOL PALMITATE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL563,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,80.0,244.26,3.68,1,1,37.3,3,67.89,2,2,0,FLURBIPROFEN,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL645,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,80.0,325.45,2.37,5,2,59.95,12,91.83,1,1,0,BISOPROLOL,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL668,CNCCCC1c2ccccc2C=Cc2ccccc21,80.0,263.38,4.3,1,1,12.03,4,86.82,3,2,0,PROTRIPTYLINE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL181,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,80.0,230.68,1.68,3,1,58.53,0,54.54,2,1,0,DIAZOXIDE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL302795,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,80.0,337.38,1.64,6,2,99.6,2,81.68,3,2,0,TENOXICAM,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL76,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,80.0,319.88,4.81,3,1,28.16,8,96.86,2,2,0,CHLOROQUINE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL832,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,80.0,404.49,3.8,3,0,63.68,6,113.68,4,3,0,SULFINPYRAZONE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL175,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,80.0,206.28,3.07,1,1,37.3,4,61.03,1,1,0,DEXIBUPROFEN,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL622,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,80.0,287.36,3.38,2,2,62.32,4,81.55,3,2,0,ETODOLAC,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL856,CCC1(c2ccccc2)C(=O)NCNC1=O,80.0,218.26,0.54,2,2,58.2,2,59.56,2,1,0,PRIMIDONE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL70418,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,80.0,300.75,3.37,2,0,40.62,1,83.07,3,2,0,CLOBAZAM,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL451,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,80.0,299.76,2.95,3,1,50.46,1,85.75,3,2,0,CHLORDIAZEPOXIDE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL1201194,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,80.0,581.58,-8.16,15,12,336.43,9,132.92,3,0,3,,,F,80.0,%,Clear HOB type + PK context
CHEMBL853,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,80.0,211.22,-0.5,6,2,90.37,2,53.14,2,1,0,ZALCITABINE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL453,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,80.0,267.31,1.67,5,2,98.22,3,67.64,2,2,0,SULFISOXAZOLE,4.0,F,80.0,%,Clear HOB type + PK context
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,80.0,357.79,3.93,4,1,68.53,4,95.75,3,3,0,INDOMETHACIN,4.0,F,80.0,%,Clear HOB type + PK context
